0.185	2.51E+04
0.222	1.18E+04
0.258	7.82E+03
0.295	6.24E+03
0.332	1.01E+04
0.554	2.20E+04
0.591	1.03E+04
0.628	5.47E+03
0.665	8.29E+03
0.702	1.53E+04
0.739	1.55E+04
0.775	4.79E+04
0.997	2.70E+05
1.034	6.14E+04
1.071	1.06E+05
1.108	6.43E+04
1.145	3.31E+04
1.182	9.47E+04
1.219	2.56E+05
1.44	5.17E+05
1.477	1.04E+05
1.514	1.83E+05
1.551	6.45E+04
1.588	3.65E+04
1.625	6.17E+04
1.662	1.04E+06
